Commodity,Unit,Country,Quantity,Value
TEA,KGS,AFGHANISTAN,497340.0,1.625
TEA,KGS,ALBANIA,342022.0,1.177
TEA,KGS,ALGERIA,54000.0,0.1
TEA,KGS,ANDORRA,200.0,0.001
TEA,KGS,ANGOLA,188024.0,0.688
TEA,KGS,ARMENIA,630.0,0.002
TEA,KGS,AUSTRALIA,3190820.0,16.74
TEA,KGS,AUSTRIA,7198.0,0.105
TEA,KGS,AZERBAIJAN,292562.0,0.803
TEA,KGS,BAHARAIN IS,528738.0,2.25
TEA,KGS,BANGLADESH PR,3902143.0,7.433
TEA,KGS,BELARUS,16150.0,0.055
TEA,KGS,BELGIUM,1061186.0,3.798
TEA,KGS,BENIN,49172.0,0.274
TEA,KGS,BHUTAN,333539.0,1.214
TEA,KGS,BOTSWANA,580.0,0.004
TEA,KGS,BRAZIL,11048.0,0.093
TEA,KGS,BRUNEI,3672.0,0.015
TEA,KGS,BULGARIA,1190.0,0.01
TEA,KGS,BURKINA FASO,842170.0,3.379
TEA,KGS,CAMBODIA,1417.0,0.009
TEA,KGS,CAMEROON,50435.0,0.219
TEA,KGS,CANADA,2355927.0,11.402
TEA,KGS,CAYMAN IS,293.0,0.001
TEA,KGS,CHILE,17567.0,0.048
TEA,KGS,CHINA P RP,11033562.0,26.521
TEA,KGS,COLOMBIA,104875.0,0.171
TEA,KGS,CONGO D. REP.,124339.0,0.19
TEA,KGS,CONGO P REP,63052.0,0.21
TEA,KGS,COTE D' IVOIRE,472675.0,1.815
TEA,KGS,CROATIA,27267.0,0.057
TEA,KGS,CYPRUS,2315.0,0.009
TEA,KGS,CZECH REPUBLIC,33776.0,0.358
TEA,KGS,DENMARK,32199.0,0.342
TEA,KGS,DJIBOUTI,20.0,0.0
TEA,KGS,EGYPT A RP,8815387.0,16.803
TEA,KGS,ESTONIA,24583.0,0.156
TEA,KGS,FIJI IS,7071.0,0.057
TEA,KGS,FINLAND,776449.0,2.343
TEA,KGS,FRANCE,339874.0,2.902
TEA,KGS,GABON,700.0,0.005
TEA,KGS,GAMBIA,172693.0,0.688
TEA,KGS,GEORGIA,174152.0,0.446
TEA,KGS,GERMANY,10357797.0,43.817
TEA,KGS,GHANA,466392.0,2.674
TEA,KGS,GREECE,18405.0,0.073
TEA,KGS,GUINEA,206801.0,0.909
TEA,KGS,GUYANA,466.0,0.003
TEA,KGS,HONG KONG,233268.0,1.118
TEA,KGS,HUNGARY,1097.0,0.01
TEA,KGS,INDONESIA,918649.0,1.598
TEA,KGS,IRAN,41486408.0,153.736
TEA,KGS,IRAQ,4085266.0,7.782
TEA,KGS,IRELAND,1445763.0,12.361
TEA,KGS,ISRAEL,89775.0,0.436
TEA,KGS,ITALY,1473434.0,11.426
TEA,KGS,JAMAICA,2167.0,0.038
TEA,KGS,JAPAN,3835259.0,22.748
TEA,KGS,JORDAN,134127.0,0.518
TEA,KGS,KAZAKHSTAN,10903107.0,28.789
TEA,KGS,KENYA,480229.0,0.798
TEA,KGS,KOREA RP,127998.0,1.752
TEA,KGS,KUWAIT,978358.0,4.154
TEA,KGS,KYRGHYZSTAN,295840.0,1.184
TEA,KGS,LATVIA,43402.0,0.116
TEA,KGS,LEBANON,187416.0,0.315
TEA,KGS,LIBERIA,1383.0,0.005
TEA,KGS,LIBYA,35280.0,0.127
TEA,KGS,LITHUANIA,40.0,0.001
TEA,KGS,MADAGASCAR,613.0,0.004
TEA,KGS,MALAWI,1202.0,0.006
TEA,KGS,MALAYSIA,2980205.0,5.01
TEA,KGS,MALDIVES,12546.0,0.076
TEA,KGS,MALI,358692.0,1.327
TEA,KGS,MAURITANIA,5.0,0.0
TEA,KGS,MAURITIUS,14497.0,0.095
TEA,KGS,MEXICO,57632.0,0.972
TEA,KGS,MOLDOVA,350.0,0.002
TEA,KGS,MOROCCO,72305.0,0.277
TEA,KGS,MOZAMBIQUE,1772.0,0.007
TEA,KGS,MYANMAR,3.0,0.0
TEA,KGS,NEPAL,324927.0,0.927
TEA,KGS,NETHERLAND,4031425.0,20.477
TEA,KGS,NETHERLANDANTIL,861.0,0.004
TEA,KGS,NEW CALEDONIA,2.0,0.0
TEA,KGS,NEW ZEALAND,323511.0,1.668
TEA,KGS,NIGER,637775.0,2.562
TEA,KGS,NIGERIA,676278.0,1.956
TEA,KGS,NORWAY,35843.0,0.304
